Standardized_names,naturalized_status,min_record_year_cvh,residence_time_to_2020,prop_type,prop_data_source,chklst_prov_num,bg_num,Height_max_max,Height_max_data_source_tog,Life_form_new,LF_data_source,tip.label,tip.order,match.type,TPL_Family,TPL_New.Genus,TPL_New.Hybrid.marker,TPL_New.Species,TPL_New.Infraspecific.rank,TPL_New.Infraspecific,TPL_New.Authority,TPL_New.ID,TPL_New.Taxonomic.status,TPL_Date,wcup_eco_use_AF,wcup_eco_use_EU,wcup_eco_use_FU,wcup_eco_use_GS,wcup_eco_use_HF,wcup_eco_use_IF,wcup_eco_use_MA,wcup_eco_use_ME,wcup_eco_use_PO,wcup_eco_use_SU,wcup_eco_use_num,biomod2_used_names,hab_suit_prop_min,hab_suit_prop_max,ali_new_status,X1,X2,X3,X4,X5,X6,X7,X8,X9,new_sum.L3.code,new_sum.L2.code,new_sum.L1.code
Thelasis obtusa,0,NA,NA,NA,NA,1,0,NA,NA,2,TPL_Tiplabels_LF_fine,Thelasis_obtusa,12544,directly matched,Orchidaceae,Thelasis,NA,obtusa,NA,NA,Blume,kew-203635,Accepted,2019/3/24 0:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,5,1,1
Theligonum cynocrambe,0,NA,NA,NA,NA,1,1,NA,NA,1,TPL_Tiplabels_LF_fine,Theligonum_cynocrambe,4680,directly matched,Rubiaceae,Theligonum,NA,cynocrambe,NA,NA,L.,kew-203654,Accepted,2019/3/24 0:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Theligonum cynocrambe,0.02403305,0.1244692,0,1,1,1,0,0,0,0,0,0,29,6,3
Thelocactus bicolor,0,NA,NA,3,DavesGarden/ EGF2,10,11,0.38,EGF2; DavesGarden,3,TPL_Tiplabels_LF_fine,Thelocactus_bicolor,7896,directly matched,Cactaceae,Thelocactus,NA,bicolor,NA,NA,(Galeotti) Britton & Rose,tro-5100460,Accepted,2019/3/24 0:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Thelocactus bicolor,0.02180883,0.04503307,0,0,0,0,0,0,0,1,0,0,2,2,1
Thelocactus bicolor subsp. bolaensis,0,NA,NA,3,DavesGarden,4,4,0.15,DavesGarden,NA,TPL_Tiplabels_LF_fine,Thelocactus_bicolor_subsp._bolaensis,7154,species added to genus root,Cactaceae,Thelocactus,NA,bicolor,subsp.,bolaensis,(Runge) Doweld,tro-50335532,Accepted,2019/3/24 0:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0,1,0,0,1,1,1
Thelocactus bicolor subsp. schwarzii,0,NA,NA,3,DavesGarden/ EGF2,1,0,0.38,EGF2; DavesGarden,2,TPL_Tiplabels_LF_fine,Thelocactus_bicolor_subsp._schwarzii,7155,species added to genus root,Cactaceae,Thelocactus,NA,bicolor,subsp.,schwarzii,(Backeb.) N.P. Taylor,tro-50181372,Accepted,2019/3/24 0:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0,1,0,0,1,1,1
Thelocactus conothelos,0,NA,NA,3,DavesGarden/ EGF2,3,1,0.3,EGF2; DavesGarden,3,TPL_Tiplabels_LF_fine,Thelocactus_conothelos,7894,directly matched,Cactaceae,Thelocactus,NA,conothelos,NA,NA,(Regel & L. Klein) F.M. Knuth,tro-50181374,Accepted,2019/3/24 0:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0,1,0,0,1,1,1
Thelocactus hastifer,0,NA,NA,3,DavesGarden,0,0,0.45,DavesGarden,3,TPL_Tiplabels_LF_fine,Thelocactus_hastifer,7156,species added to genus root,Cactaceae,Thelocactus,NA,hastifer,NA,NA,(Werderm. & Boed.) F.M. Knuth,tro-50181381,Accepted,2019/3/24 0:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0,1,0,0,1,1,1
Thelocactus heterochromus,0,NA,NA,1,DavesGarden,3,2,0.15,DavesGarden,NA,TPL_Tiplabels_LF_fine,Thelocactus_heterochromus,7157,species added to genus root,Cactaceae,Thelocactus,NA,heterochromus,NA,NA,(F.A.C. Weber) Oosten,tro-50181383,Accepted,2019/3/24 0:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0,1,0,0,1,1,1
Thelocactus hexaedrophorus,0,NA,NA,3,DavesGarden/ EGF2,6,6,0.3,EGF2; DavesGarden,3,TPL_Tiplabels_LF_fine,Thelocactus_hexaedrophorus,7898,directly matched,Cactaceae,Thelocactus,NA,hexaedrophorus,NA,NA,(Lem.) Britton & Rose,tro-50080072,Accepted,2019/3/24 0:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Thelocactus hexaedrophorus,0,0.000346631,0,0,0,0,0,0,0,1,0,0,2,1,1
Thelocactus hexaedrophorus subsp. lloydii,0,NA,NA,3,DavesGarden/ EGF2,2,1,0.15,EGF2; DavesGarden,2,TPL_Tiplabels_LF_fine,Thelocactus_hexaedrophorus_subsp._lloydii,7158,species added to genus root,Cactaceae,Thelocactus,NA,hexaedrophorus,subsp.,lloydii,(Britton & Rose) Kladiwa & Fittkau,tro-50181385,Accepted,2019/3/24 0:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0,1,0,0,1,1,1
Thelocactus lausseri,0,NA,NA,1,DavesGarden,1,0,0.15,DavesGarden,3,TPL_Tiplabels_LF_fine,Thelocactus_lausseri,7899,directly matched,Cactaceae,Thelocactus,NA,lausseri,NA,NA,Riha & Busek,tro-50181387,Accepted,2019/3/24 0:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0,1,0,0,1,1,1
Thelocactus leucacanthus,0,NA,NA,3,DavesGarden/ EGF2,1,1,0.15,EGF2; DavesGarden,NA,TPL_Tiplabels_LF_fine,Thelocactus_leucacanthus,7902,matched after tpl standardization of phylogeny,Cactaceae,Thelocactus,NA,leucacanthus,NA,NA,(Zucc. ex Pfeiff.) Britton & Rose,tro-50181388,Accepted,2019/3/24 0:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0,1,0,0,1,1,1
Thelocactus macdowellii,0,NA,NA,3,DavesGarden/ EGF2,4,3,0.15,EGF2; DavesGarden,3,TPL_Tiplabels_LF_fine,Thelocactus_macdowellii,7890,directly matched,Cactaceae,Thelocactus,NA,macdowellii,NA,NA,(Rebut ex Quehl) W.T. Marshall,tro-50181389,Accepted,2019/3/24 0:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0,1,0,0,1,1,1
Thelocactus rinconensis,0,NA,NA,3,DavesGarden/ EGF2,6,5,0.15,EGF2; DavesGarden,3,TPL_Tiplabels_LF_fine,Thelocactus_rinconensis,7900,directly matched,Cactaceae,Thelocactus,NA,rinconensis,NA,NA,(Poselger) Britton & Rose,tro-50181390,Accepted,2019/3/24 0:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0,1,0,0,1,1,1
Thelocactus setispinus,0,NA,NA,3,DavesGarden/ EGF2,8,8,0.3,EGF2; DavesGarden,3,TPL_Tiplabels_LF_fine,Thelocactus_setispinus,7159,species added to genus root,Cactaceae,Thelocactus,NA,setispinus,NA,NA,(Engelm.) E.F. Anderson,tro-50181393,Accepted,2019/3/24 0:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Thelocactus setispinus,2.89E-05,0.01866027,1,0,0,0,0,0,0,1,0,0,2,2,1
Thelocactus tulensis,0,NA,NA,3,DavesGarden/ EGF2,4,4,0.3,EGF2; DavesGarden,3,TPL_Tiplabels_LF_fine,Thelocactus_tulensis,7893,directly matched,Cactaceae,Thelocactus,NA,tulensis,NA,NA,(Poselger) Britton & Rose,tro-50181394,Accepted,2019/3/24 0:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0,1,0,0,2,1,1
Thelocactus tulensis subsp. buekii,0,NA,NA,3,DavesGarden/ EGF2,3,2,0.3,EGF2; DavesGarden,3,TPL_Tiplabels_LF_fine,Thelocactus_tulensis_subsp._buekii,7901,matched after tpl standardization of phylogeny,Cactaceae,Thelocactus,NA,tulensis,subsp.,buekii,(Klein) N.P. Taylor,tro-50181397,Accepted,2019/3/24 0:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0,1,0,0,1,1,1
Theobroma cacao,0,1956,64,3,DavesGarden/ EGF2,12,10,9,EGF2; DavesGarden,3,TPL_Tiplabels_LF_fine,Theobroma_cacao,2209,directly matched,Malvaceae,Theobroma,NA,cacao,NA,NA,L.,kew-2519807,Accepted,2019/3/24 0:00,1,1,0,1,1,0,1,1,1,1,8,Theobroma cacao,0,0.01432739,0,0,0,0,0,0,0,0,1,0,12,4,1
Thermopsis rhombifolia,0,NA,NA,3,EGF2,1,1,NA,NA,2,TPL_Tiplabels_LF_fine,Thermopsis_rhombifolia,1756,directly matched,Leguminosae,Thermopsis,NA,rhombifolia,NA,NA,(Pursh) Richardson,ild-41553,Accepted,2019/3/24 0:00,0,0,0,0,0,0,0,1,1,0,2,Thermopsis rhombifolia,0.01334527,0.05624079,0,0,0,0,0,0,0,1,0,0,13,5,1
Thermopsis villosa,0,NA,NA,3,DavesGarden/ EGF2,1,1,1.8,DavesGarden,2,TPL_Tiplabels_LF_fine,Thermopsis_villosa,1758,directly matched,Leguminosae,Thermopsis,NA,villosa,NA,NA,(Walter) Fernald & B.G.Schub.,ild-41555,Accepted,2019/3/24 0:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0,1,0,0,7,1,1
Thespesia populnea,0,1908,112,3,DavesGarden,5,6,9,DavesGarden,3,TPL_Tiplabels_LF_fine,Thespesia_populnea,2330,directly matched,Malvaceae,Thespesia,NA,populnea,NA,NA,(L.) Sol. ex Corr¨ºa,kew-2515863,Accepted,2019/3/24 0:00,1,1,1,1,1,1,1,1,1,1,10,Thespesia populnea,0.005083913,0.01923799,0,0,1,1,1,1,1,0,0,0,57,15,5
Thevetia ahouai,0,NA,NA,1,DavesGarden,1,1,3.6,DavesGarden,3,TPL_Tiplabels_LF_fine,Thevetia_ahouai,5142,directly matched,Apocynaceae,Thevetia,NA,ahouai,NA,NA,(L.) A.DC.,kew-203878,Accepted,2019/3/24 0:00,0,0,0,0,0,0,0,1,0,0,1,Thevetia ahouai,0.001704266,0.003090788,0,0,0,0,0,0,0,1,1,0,15,5,2
Thlaspi macrophyllum,0,NA,NA,2,DavesGarden/ EGF2,1,1,0.45,EGF2; czerepanov; DavesGarden,NA,TPL_Tiplabels_LF_fine,Thlaspi_macrophyllum,2080,matched after tpl standardization of phylogeny,Brassicaceae,Thlaspi,NA,macrophyllum,NA,NA,Hoffm.,kew-2432132,Accepted,2019/3/24 0:00,0,1,0,0,0,0,0,0,0,0,1,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,3,2,1
Thompsonella minutiflora,0,NA,NA,3,EGF2,0,0,0.3,EGF2,2,TPL_Tiplabels_LF_fine,Thompsonella_minutiflora,3360,directly matched,Crassulaceae,Thompsonella,NA,minutiflora,NA,NA,(Rose) Britton & Rose,tro-8902584,Accepted,2019/3/24 0:00,0,1,0,0,0,0,0,0,0,0,1,Thompsonella minutiflora,0,0,0,0,0,0,0,0,0,1,0,0,3,1,1
Thompsonella mixtecana,0,NA,NA,NA,NA,0,0,NA,NA,NA,TPL_Tiplabels_LF_fine,Thompsonella_mixtecana,3361,directly matched,Crassulaceae,Thompsonella,NA,mixtecana,NA,NA,J. Reyes & L.G.Lopez,tro-50337720,Accepted,2019/3/24 0:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0,1,0,0,1,1,1
Thrinax excelsa,0,NA,NA,NA,DavesGarden,4,4,12,DavesGarden,3,TPL_Tiplabels_LF_fine,Thrinax_excelsa,9822,directly matched,Arecaceae,Thrinax,NA,excelsa,NA,NA,Lodd. ex Mart.,kew-203960,Accepted,2019/3/24 0:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0,0,1,0,1,1,1
Thrinax parviflora,0,NA,NA,1,DavesGarden,2,2,6,DavesGarden,3,TPL_Tiplabels_LF_fine,Thrinax_parviflora,9821,matched after tpl standardization of phylogeny,Arecaceae,Thrinax,NA,parviflora,NA,NA,Sw.,kew-203980,Accepted,2019/3/24 0:00,0,1,0,0,0,0,1,0,0,0,2,NA,NA,NA,0,0,0,0,0,0,0,0,1,0,1,1,1
Thrinax radiata,0,NA,NA,1,DavesGarden,5,4,12,DavesGarden,3,TPL_Tiplabels_LF_fine,Thrinax_radiata,9820,directly matched,Arecaceae,Thrinax,NA,radiata,NA,NA,Lodd. ex Schult. & Schult.f.,kew-203987,Accepted,2019/3/24 0:00,0,1,0,0,0,0,0,1,0,0,2,Thrinax radiata,0.001386522,0.02666166,0,0,0,0,0,0,0,1,1,0,10,4,2
Thrixspermum hystrix,0,NA,NA,NA,NA,2,1,NA,NA,NA,TPL_Tiplabels_LF_fine,Thrixspermum_hystrix,12106,directly matched,Orchidaceae,Thrixspermum,NA,hystrix,NA,NA,(Blume) Rchb.f.,kew-204103,Accepted,2019/3/24 0:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,9,2,1
Thrixspermum musciflorum,0,NA,NA,NA,NA,1,1,NA,NA,NA,TPL_Tiplabels_LF_fine,Thrixspermum_musciflorum,12107,directly matched,Orchidaceae,Thrixspermum,NA,musciflorum,NA,NA,A.S.Rao & J.Joseph,kew-204144,Accepted,2019/3/24 0:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,2,1,1
Thryptomene calycina,0,NA,NA,NA,DavesGarden,1,0,2.4,DavesGarden,3,TPL_Tiplabels_LF_fine,Thryptomene_calycina,3068,directly matched,Myrtaceae,Thryptomene,NA,calycina,NA,NA,(Lindl.) Stapf,kew-204245,Accepted,2019/3/24 0:00,0,1,0,0,0,0,0,0,0,0,1,Thryptomene calycina,0,0.001357636,0,0,0,0,0,1,0,0,0,0,1,1,1
Thryptomene saxicola,0,NA,NA,2,DavesGarden,1,0,0.9,DavesGarden,3,TPL_Tiplabels_LF_fine,Thryptomene_saxicola,3067,directly matched,Myrtaceae,Thryptomene,NA,saxicola,NA,NA,(A.Cunn. ex Hook.) Schauer,kew-204293,Accepted,2019/3/24 0:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Thryptomene saxicola,0.000115544,0.0124787,0,0,0,0,0,1,0,0,0,0,1,1,1
Thuja occidentalis,0,1930,90,3,DavesGarden,14,15,38,enzyklopaedie; DavesGarden,3,TPL_Tiplabels_LF_fine,Thuja_occidentalis,13466,directly matched,Cupressaceae,Thuja,NA,occidentalis,NA,NA,L.,kew-2432938,Accepted,2019/3/24 0:00,0,1,0,0,0,0,1,1,0,0,3,Thuja occidentalis,0.03908258,0.1322395,0,0,0,0,0,0,0,1,0,0,26,5,1
Thuja plicata,0,1979,41,3,DavesGarden,9,9,75,PLANTATT; enzyklopaedie; DavesGarden,3,TPL_Tiplabels_LF_fine,Thuja_plicata,13468,directly matched,Cupressaceae,Thuja,NA,plicata,NA,NA,Donn ex D.Don,kew-2433061,Accepted,2019/3/24 0:00,0,1,0,0,0,0,1,1,0,0,3,Thuja plicata,0.0889396,0.1580057,0,0,0,0,0,0,0,1,0,0,8,4,1
Thuja standishii,0,1929,91,NA,DavesGarden,8,9,30,enzyklopaedie; DavesGarden,3,TPL_Tiplabels_LF_fine,Thuja_standishii,13467,directly matched,Cupressaceae,Thuja,NA,standishii,NA,NA,(Gordon) Carri¨¨re,kew-2433145,Accepted,2019/3/24 0:00,0,0,0,0,0,0,1,0,0,0,1,Thuja standishii,0.08082267,0.1703978,0,0,0,1,0,0,0,0,0,0,1,1,1
Thujopsis dolabrata,0,1930,90,NA,DavesGarden,10,10,30,enzyklopaedie; DavesGarden,3,TPL_Tiplabels_LF_fine,Thujopsis_dolabrata,13465,directly matched,Cupressaceae,Thujopsis,NA,dolabrata,NA,NA,(L.f.) Siebold & Zucc.,kew-2434751,Accepted,2019/3/24 0:00,0,1,0,0,0,0,1,1,0,0,3,Thujopsis dolabrata,0.1106907,0.1859384,0,0,0,1,0,0,0,0,0,0,1,1,1
Thunbergia affinis,1,1989,31,NA,NA,2,2,NA,NA,3,TPL_Tiplabels_LF_fine,Thunbergia_affinis,4197,directly matched,Acanthaceae,Thunbergia,NA,affinis,NA,NA,S.Moore,kew-2436508,Accepted,2019/3/24 0:00,0,0,0,1,1,0,0,0,0,0,2,NA,NA,NA,0,0,1,0,1,0,0,0,0,0,7,4,2
Thunbergia alata,1,1908,112,3,DavesGarden/ EGF2,9,10,2.4,DavesGarden,2,TPL_Tiplabels_LF_fine,Thunbergia_alata,4193,directly matched,Acanthaceae,Thunbergia,NA,alata,NA,NA,Bojer ex Sims,kew-2436501,Accepted,2019/3/24 0:00,1,1,0,1,1,0,1,1,1,0,7,Thunbergia alata,0.02440856,0.1450937,0,0,1,0,0,0,0,0,0,0,29,7,1
Thunbergia erecta,0,1925,95,3,DavesGarden/ EGF2,7,8,2,EGF2; DavesGarden,3,TPL_Tiplabels_LF_fine,Thunbergia_erecta,4194,directly matched,Acanthaceae,Thunbergia,NA,erecta,NA,NA,(Benth.) T.Anderson,kew-2436286,Accepted,2019/3/24 0:00,0,1,0,0,0,0,0,1,0,0,2,Thunbergia erecta,0.03342095,0.06429995,0,0,1,0,0,0,0,0,0,0,17,4,1
Thunbergia gregorii,0,NA,NA,3,DavesGarden/ EGF2,2,1,4,EGF2; DavesGarden,NA,TPL_Tiplabels_LF_fine,Thunbergia_gregorii,4196,matched after tpl standardization of phylogeny,Acanthaceae,Thunbergia,NA,gregorii,NA,NA,S.Moore,kew-2436156,Accepted,2019/3/24 0:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Thunbergia gregorii,0,0.000173315,0,0,1,0,0,0,0,0,0,0,6,3,1
Thunbergia laurifolia,0,1918,102,3,DavesGarden/ EGF2,3,4,12,DavesGarden,2,TPL_Tiplabels_LF_fine,Thunbergia_laurifolia,4192,directly matched,Acanthaceae,Thunbergia,NA,laurifolia,NA,NA,Lindl.,tro-102966,Accepted,2019/3/24 0:00,0,1,0,0,0,0,1,1,0,0,3,Thunbergia laurifolia,0.01675381,0.03555851,0,0,0,0,1,0,0,0,0,0,7,3,1
Thunbergia mysorensis,0,NA,NA,3,DavesGarden/ EGF2,2,2,6,EGF2; DavesGarden,2,TPL_Tiplabels_LF_fine,Thunbergia_mysorensis,4195,directly matched,Acanthaceae,Thunbergia,NA,mysorensis,NA,NA,(Wight) T.Anderson,kew-2609024,Accepted,2019/3/24 0:00,0,1,0,0,0,0,0,0,0,0,1,Thunbergia mysorensis,0.004535082,0.02804818,0,0,0,0,1,0,0,0,0,0,1,1,1
Thunbergia natalensis,0,NA,NA,3,DavesGarden/ EGF2,1,1,0.9,DavesGarden,3,TPL_Tiplabels_LF_fine,Thunbergia_natalensis,4198,directly matched,Acanthaceae,Thunbergia,NA,natalensis,NA,NA,Hook.,tro-101706,Accepted,2019/3/24 0:00,0,0,0,0,0,0,0,1,0,0,1,Thunbergia natalensis,0.000866576,0.003495191,0,0,1,0,0,0,0,0,0,0,8,4,1
Thymbra capitata,0,NA,NA,3,DavesGarden/ EGF2,1,1,0.45,EGF2; DavesGarden,3,TPL_Tiplabels_LF_fine,Thymbra_capitata,3929,directly matched,Lamiaceae,Thymbra,NA,capitata,NA,NA,(L.) Cav.,kew-204339,Accepted,2019/3/24 0:00,0,0,0,0,1,1,1,1,0,0,4,Thymbra capitata,0.02322424,0.07787631,0,1,1,1,0,0,0,0,0,0,22,4,3
Thymophylla tenuiloba,0,NA,NA,1,DavesGarden,2,0,0.3,DavesGarden,2,TPL_Tiplabels_LF_fine,Thymophylla_tenuiloba,5433,directly matched,Compositae,Thymophylla,NA,tenuiloba,NA,NA,(DC.) Small,gcc-140505,Accepted,2019/3/24 0:00,0,1,0,0,0,0,0,0,0,0,1,Thymophylla tenuiloba,0.1469713,0.1905023,0,0,0,0,0,0,0,1,0,0,8,4,1
Thymus comosus,0,NA,NA,3,EGF2,1,1,NA,NA,NA,TPL_Tiplabels_LF_fine,Thymus_comosus,3895,species added to genus root,Lamiaceae,Thymus,NA,comosus,NA,NA,Heuff. ex Griseb. & Schenk,kew-204630,Accepted,2019/3/24 0:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,1,1,1
Thymus komarovii,0,NA,NA,NA,NA,0,0,NA,NA,NA,TPL_Tiplabels_LF_fine,Thymus_komarovii,3925,directly matched,Lamiaceae,Thymus,NA,komarovii,NA,NA,Serg.,kew-204946,Accepted,2019/3/24 0:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,5,3,1
Thymus linearis,0,1972,48,NA,NA,0,0,NA,NA,3,TPL_Tiplabels_LF_fine,Thymus_linearis,3920,directly matched,Lamiaceae,Thymus,NA,linearis,NA,NA,Benth.,kew-205009,Accepted,2019/3/24 0:00,0,0,0,0,0,0,0,1,0,0,1,Thymus linearis,0.1585257,0.3027528,0,0,0,1,1,0,0,0,0,0,7,3,2
Thymus linearis var. album,0,NA,NA,NA,NA,1,0,NA,NA,NA,TPL_Tiplabels_LF_fine,Thymus_linearis_var._album,3896,species added to genus root,Lamiaceae,Thymus,NA,linearis,var.,album,(B.Ghosh & U.C.Bhattach.) H.B.Naithani,kew-205010,Accepted,2019/3/24 0:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,0,1,1,0,0,0,0,0,2,2,2
Thymus longicaulis,0,NA,NA,3,DavesGarden/ EGF2,1,1,0.15,EGF2; enzyklopaedie; DavesGarden,3,TPL_Tiplabels_LF_fine,Thymus_longicaulis,3923,directly matched,Lamiaceae,Thymus,NA,longicaulis,NA,NA,C.Presl,kew-205019,Accepted,2019/3/24 0:00,0,0,0,0,0,0,0,1,0,0,1,Thymus longicaulis,0.04913487,0.0971143,0,1,0,1,0,0,0,0,0,0,11,3,2
Thymus mastichina,0,NA,NA,3,DavesGarden/ EGF2,1,2,0.5,EGF2,3,TPL_Tiplabels_LF_fine,Thymus_mastichina,3921,directly matched,Lamiaceae,Thymus,NA,mastichina,NA,NA,(L.) L.,kew-205077,Accepted,2019/3/24 0:00,0,1,0,0,1,1,0,1,0,0,4,Thymus mastichina,0.01923799,0.06658193,0,1,0,0,0,0,0,0,0,0,2,1,1
Thymus odoratissimus,0,NA,NA,3,EGF2,1,1,0.3,EGF2; DavesGarden,3,TPL_Tiplabels_LF_fine,Thymus_odoratissimus,3924,directly matched,Lamiaceae,Thymus,NA,odoratissimus,NA,NA,Mill.,kew-205185,Accepted,2019/3/24 0:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Thymus odoratissimus,0,0.002108669,0,1,0,0,0,0,0,0,0,0,9,3,1
Thymus praecox,0,NA,NA,3,DavesGarden,0,0,0.15,enzyklopaedie; DavesGarden,NA,TPL_Tiplabels_LF_fine,Thymus_praecox,3926,matched after tpl standardization of phylogeny,Lamiaceae,Thymus,NA,praecox,NA,NA,Opiz,kew-205262,Accepted,2019/3/24 0:00,0,0,0,0,0,0,0,1,0,0,1,Thymus praecox,0,0.000115544,0,1,0,1,0,0,0,1,0,0,29,7,3
Thymus praecox subsp. polytrichus,0,NA,NA,3,EGF2,1,0,0.1,EGF2; PLANTATT,3,TPL_Tiplabels_LF_fine,Thymus_praecox_subsp._polytrichus,3922,directly matched,Lamiaceae,Thymus,NA,praecox,subsp.,polytrichus,(A.Kern. ex Borb¨¢s) Jalas,kew-205276,Accepted,2019/3/24 0:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Thymus praecox polytrichus,0,0,0,1,0,0,0,0,0,0,0,0,7,2,1
Thymus pulegioides,0,NA,NA,3,DavesGarden/ EGF2,2,1,0.45,EGF2; PLANTATT; enzyklopaedie; DavesGarden,3,TPL_Tiplabels_LF_fine,Thymus_pulegioides,3917,directly matched,Lamiaceae,Thymus,NA,pulegioides,NA,NA,L.,kew-205310,Accepted,2019/3/24 0:00,0,0,0,0,0,0,1,1,0,0,2,Thymus pulegioides,2.89E-05,0.001588723,0,1,0,1,0,0,0,0,0,0,39,8,2
Thymus serpyllum,0,1905,115,3,DavesGarden/ EGF2,6,4,0.15,EGF2; PLANTATT; enzyklopaedie; DavesGarden,3,TPL_Tiplabels_LF_fine,Thymus_serpyllum,3918,directly matched,Lamiaceae,Thymus,NA,serpyllum,NA,NA,L.,kew-205442,Accepted,2019/3/24 0:00,0,1,0,0,0,0,1,1,0,0,3,Thymus serpyllum,2.89E-05,0.01507843,0,1,0,1,0,0,0,0,0,0,24,6,2
Thymus vulgaris,0,1926,94,3,DavesGarden/ EGF2,4,3,0.45,EGF2; enzyklopaedie; DavesGarden,3,TPL_Tiplabels_LF_fine,Thymus_vulgaris,3919,directly matched,Lamiaceae,Thymus,NA,vulgaris,NA,NA,L.,kew-205645,Accepted,2019/3/24 0:00,0,1,0,0,1,0,1,1,1,0,5,Thymus vulgaris,2.89E-05,0.001270978,0,1,1,0,0,0,0,0,0,0,6,3,2
Tiarella cordifolia,0,1957,63,3,DavesGarden/ EGF2,1,1,0.3,EGF2; DavesGarden,2,TPL_Tiplabels_LF_fine,Tiarella_cordifolia,3778,directly matched,Saxifragaceae,Tiarella,NA,cordifolia,NA,NA,L.,kew-2520956,Accepted,2019/3/24 0:00,0,0,0,0,0,0,0,1,0,0,1,Tiarella cordifolia,0,0,0,0,0,0,0,0,0,1,0,0,27,4,1
Tibouchina aspera,0,NA,NA,NA,NA,5,6,NA,NA,3,TPL_Tiplabels_LF_fine,Tibouchina_aspera,2687,directly matched,Melastomataceae,Tibouchina,NA,aspera,NA,NA,Aubl.,tro-20302195,Accepted,2019/3/24 0:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Tibouchina aspera,0,0,0,0,0,0,0,0,0,0,1,0,14,4,1
Tibouchina granulosa,0,1933,87,2,DavesGarden,2,2,12,DavesGarden,3,TPL_Tiplabels_LF_fine,Tibouchina_granulosa,2685,directly matched,Melastomataceae,Tibouchina,NA,granulosa,NA,NA,(Desr.) Cogn.,tro-20301685,Accepted,2019/3/24 0:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Tibouchina granulosa,0.003552962,0.05424767,0,0,0,0,0,0,0,0,1,0,1,1,1
Tibouchina heteromalla,0,NA,NA,2,DavesGarden,1,1,6,DavesGarden,3,TPL_Tiplabels_LF_fine,Tibouchina_heteromalla,2683,directly matched,Melastomataceae,Tibouchina,NA,heteromalla,NA,NA,(D. Don) Cogn.,tro-50257594,Accepted,2019/3/24 0:00,0,1,0,0,0,0,0,0,0,0,1,Tibouchina heteromalla,2.89E-05,0.001386522,0,0,0,0,0,0,0,0,1,0,5,3,1
